participant_id,participant_login,episode_id,n_targets,n_banners,RTs,speed,response_window,start_times,delta_orientation,nb_targets_retrieved,nb_distractor_retrieved,F1_score,secondary_answers,secondary_ratio,idle_time,date
707,bot,375225,5,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,5,7,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:46.990250+00:00
707,bot,375226,5,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,5,7,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:46.995424+00:00
707,bot,375227,5,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,5,7,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.000150+00:00
707,bot,375228,5,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,5,7,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.005295+00:00
707,bot,375229,1,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,1,11,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.010385+00:00
707,bot,375230,1,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,1,11,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.015746+00:00
707,bot,375231,1,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,1,11,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.020199+00:00
707,bot,375232,3,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,3,9,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.025135+00:00
707,bot,375233,3,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,3,9,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.031145+00:00
707,bot,375234,3,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,3,9,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.035704+00:00
707,bot,375235,2,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,2,10,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.040558+00:00
707,bot,375236,2,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,2,10,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.050132+00:00
707,bot,375237,2,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,2,10,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.056747+00:00
707,bot,375238,1,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,1,11,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.062814+00:00
707,bot,375239,1,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,1,11,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.068049+00:00
707,bot,375240,1,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,1,11,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.073147+00:00
707,bot,375241,6,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,6,6,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.078618+00:00
707,bot,375242,6,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,6,6,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.085548+00:00
707,bot,375243,6,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,6,6,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.108866+00:00
707,bot,375244,2,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,2,10,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.118220+00:00
707,bot,375245,2,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,2,10,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.127285+00:00
707,bot,375246,2,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,2,10,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.138002+00:00
707,bot,375247,3,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,3,9,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.143832+00:00
707,bot,375248,3,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,3,9,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.149666+00:00
707,bot,375249,3,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,3,9,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.154763+00:00
707,bot,375250,4,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,4,8,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.160012+00:00
707,bot,375251,4,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,4,8,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.165715+00:00
707,bot,375252,4,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,4,8,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.170457+00:00
707,bot,375253,2,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,2,10,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.175286+00:00
707,bot,375254,2,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,2,10,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.182606+00:00
707,bot,375255,2,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,2,10,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.188847+00:00
707,bot,375256,1,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,1,11,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.193916+00:00
707,bot,375257,1,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,1,11,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.199519+00:00
707,bot,375258,1,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,1,11,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.204060+00:00
707,bot,375259,5,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,5,7,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.208785+00:00
707,bot,375260,5,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,5,7,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.214689+00:00
707,bot,375261,5,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,5,7,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.219353+00:00
707,bot,375262,5,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,5,7,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.223830+00:00
707,bot,375263,5,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,5,7,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.229313+00:00
707,bot,375264,5,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,5,7,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.234250+00:00
707,bot,375265,3,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,3,9,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.241672+00:00
707,bot,375266,3,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,3,9,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.251794+00:00
707,bot,375267,3,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,3,9,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.257558+00:00
707,bot,375268,4,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,4,8,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.263746+00:00
707,bot,375269,4,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,4,8,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.268928+00:00
707,bot,375270,4,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,4,8,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.273534+00:00
707,bot,375271,6,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,6,6,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.278650+00:00
707,bot,375272,6,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,6,6,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.284083+00:00
707,bot,375273,6,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,6,6,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.288495+00:00
707,bot,375274,4,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,4,8,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.293032+00:00
707,bot,375275,4,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,4,8,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.298821+00:00
707,bot,375276,4,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,4,8,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.303694+00:00
707,bot,375277,1,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,1,11,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.308842+00:00
707,bot,375278,1,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,1,11,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.314729+00:00
707,bot,375279,1,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,1,11,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.319277+00:00
707,bot,375280,3,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,3,9,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.324404+00:00
707,bot,375281,3,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,3,9,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.330560+00:00
707,bot,375282,3,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,3,9,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.336713+00:00
707,bot,375283,2,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,2,10,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.343060+00:00
707,bot,375284,2,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,2,10,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.350878+00:00
707,bot,375285,2,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,2,10,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.356787+00:00
707,bot,375286,2,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,2,10,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.366147+00:00
707,bot,375287,2,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,2,10,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.372396+00:00
707,bot,375288,2,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,2,10,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.377794+00:00
707,bot,375289,5,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,5,7,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.383433+00:00
707,bot,375290,5,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,5,7,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.388444+00:00
707,bot,375291,5,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,5,7,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.393995+00:00
707,bot,375292,1,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,1,11,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.399807+00:00
707,bot,375293,1,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,1,11,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.404641+00:00
707,bot,375294,1,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,1,11,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.409418+00:00
707,bot,375295,4,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,4,8,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.416722+00:00
707,bot,375296,4,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,4,8,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.423454+00:00
707,bot,375297,4,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,4,8,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.430314+00:00
707,bot,375298,3,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,3,9,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.438025+00:00
707,bot,375299,3,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,3,9,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.445487+00:00
707,bot,375300,3,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,3,9,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.451343+00:00
707,bot,375301,6,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,6,6,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.456089+00:00
707,bot,375302,6,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,6,6,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.461240+00:00
707,bot,375303,6,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,6,6,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.466563+00:00
707,bot,375304,5,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,5,7,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.471458+00:00
707,bot,375305,5,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,5,7,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.476610+00:00
707,bot,375306,5,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,5,7,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.482247+00:00
707,bot,375307,1,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,1,11,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.487360+00:00
707,bot,375308,1,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,1,11,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.492103+00:00
707,bot,375309,1,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,1,11,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.497694+00:00
707,bot,375310,3,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,3,9,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.503578+00:00
707,bot,375311,3,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,3,9,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.513850+00:00
707,bot,375312,3,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,3,9,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.518871+00:00
707,bot,375313,2,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,2,10,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.523630+00:00
707,bot,375314,2,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,2,10,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.528799+00:00
707,bot,375315,2,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,2,10,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.533896+00:00
707,bot,375316,4,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,4,8,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.538346+00:00
707,bot,375317,4,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,4,8,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.542844+00:00
707,bot,375318,4,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,4,8,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.548376+00:00
707,bot,375319,5,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,5,7,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.552990+00:00
707,bot,375320,5,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,5,7,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.557662+00:00
707,bot,375321,5,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,5,7,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.563188+00:00
707,bot,375322,6,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,6,6,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.568261+00:00
707,bot,375323,6,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,6,6,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.572715+00:00
707,bot,375324,6,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,6,6,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.577405+00:00
707,bot,375325,1,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,1,11,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.583521+00:00
707,bot,375326,1,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,1,11,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.588198+00:00
707,bot,375327,1,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,1,11,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.592881+00:00
707,bot,375328,2,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,2,10,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.598024+00:00
707,bot,375329,2,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,2,10,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.602622+00:00
707,bot,375330,2,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,2,10,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.607152+00:00
707,bot,375331,4,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,4,8,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.620487+00:00
707,bot,375332,4,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,4,8,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.631756+00:00
707,bot,375333,4,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,4,8,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.637697+00:00
707,bot,375334,3,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,3,9,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.642395+00:00
707,bot,375335,3,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,3,9,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.648307+00:00
707,bot,375336,3,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,3,9,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.654119+00:00
707,bot,375337,6,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,6,6,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.659970+00:00
707,bot,375338,6,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,6,6,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.666512+00:00
707,bot,375339,6,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,6,6,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.671189+00:00
707,bot,375340,1,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,1,11,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.675869+00:00
707,bot,375341,1,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,1,11,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.686359+00:00
707,bot,375342,1,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,1,11,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.695913+00:00
707,bot,375343,5,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,5,7,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.701014+00:00
707,bot,375344,5,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,5,7,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.705610+00:00
707,bot,375345,5,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,5,7,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.710315+00:00
707,bot,375346,3,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,3,9,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.715761+00:00
707,bot,375347,3,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,3,9,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.721305+00:00
707,bot,375348,3,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,3,9,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.726039+00:00
707,bot,375349,6,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,6,6,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.732851+00:00
707,bot,375350,6,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,6,6,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.738066+00:00
707,bot,375351,6,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,6,6,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.742740+00:00
707,bot,375352,4,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,4,8,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.751394+00:00
707,bot,375353,4,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,4,8,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.767439+00:00
707,bot,375354,4,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,4,8,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.772062+00:00
707,bot,375355,6,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,6,6,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.777104+00:00
707,bot,375356,6,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,6,6,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.782682+00:00
707,bot,375357,6,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,6,6,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.787324+00:00
707,bot,375358,2,4,"[0, 0, 0, 0]",3.5,532.0,"[0, 0, 0, 0]",45.0,2,10,1.0,"[1, 1, 1, 1]",1.0,1757.0,2023-12-07 14:52:47.791825+00:00
